temporada,id_partido,fecha,hora,jornada,equipo_local,equipo_visitante,goles_local,goles_visitante,estado,resultado,total_goles
2021_Apertura,9276414,1/16/2021,22:00,1,Millonarios,Envigado FC,1,0,Ended,Victoria Local,1
2021_Apertura,9276409,1/17/2021,23:05,1,Atlético Nacional,Independiente Santa Fe,2,0,Ended,Victoria Local,2
2021_Apertura,9276412,1/17/2021,19:00,1,Deportivo Pasto,Deportivo La Equidad,2,2,Ended,Empate,4
2021_Apertura,9276413,1/17/2021,0:30,1,Junior Barranquilla,Independiente Medellín,1,0,Ended,Victoria Local,1
2021_Apertura,9276415,1/17/2021,20:00,1,Patriotas Boyacá,América de Cali,,,Canceled,,
2021_Apertura,9276410,1/18/2021,20:30,1,Deportes Tolima,Once Caldas,1,1,Ended,Empate,2
2021_Apertura,9276411,1/18/2021,1:10,1,Deportivo Cali,Jaguares de Córdoba,1,0,Ended,Victoria Local,1
2021_Apertura,9276408,1/20/2021,0:40,1,Atlético Bucaramanga,Boyacá Chicó FC,2,0,Ended,Victoria Local,2
2021_Apertura,9276407,1/21/2021,0:40,1,Alianza Petrolera,Deportivo Pereira,2,2,Ended,Empate,4
2021_Apertura,9277357,1/23/2021,22:35,2,Envigado FC,Deportivo Pasto,0,1,Ended,Victoria Visitante,1
2021_Apertura,9277358,1/23/2021,1:00,2,Independiente Medellín,Patriotas Boyacá,2,1,Ended,Victoria Local,3
2021_Apertura,9277354,1/24/2021,21:00,2,América de Cali,Rionegro Águilas Doradas,1,1,Ended,Empate,2
2021_Apertura,9277359,1/24/2021,20:00,2,Independiente Santa Fe,Deportes Tolima,,,Canceled,,
2021_Apertura,9277360,1/24/2021,23:05,2,Jaguares de Córdoba,Atlético Bucaramanga,2,1,Ended,Victoria Local,3
2021_Apertura,9277356,1/25/2021,1:10,2,Deportivo Pereira,Deportivo Cali,0,1,Ended,Victoria Visitante,1
2021_Apertura,9277361,1/25/2021,19:00,2,Deportivo La Equidad,Atlético Nacional,1,0,Ended,Victoria Local,1
2021_Apertura,9277362,1/25/2021,22:30,2,Once Caldas,Junior Barranquilla,1,2,Ended,Victoria Visitante,3
2021_Apertura,9277355,1/27/2021,1:00,2,Boyacá Chicó FC,Millonarios,,,Canceled,,
2021_Apertura,9277367,1/29/2021,23:00,3,Jaguares de Córdoba,Alianza Petrolera,2,0,Ended,Victoria Local,2
2021_Apertura,9277364,1/30/2021,23:05,3,Atlético Nacional,Deportivo Pereira,5,2,Ended,Victoria Local,7
2021_Apertura,9277366,1/30/2021,1:00,3,Deportivo Cali,Envigado FC,1,1,Ended,Empate,2
2021_Apertura,9277370,1/30/2021,19:00,3,Patriotas Boyacá,Boyacá Chicó FC,1,1,Ended,Empate,2
2021_Apertura,9277371,1/30/2021,21:00,3,Rionegro Águilas Doradas,Independiente Santa Fe,0,2,Ended,Victoria Visitante,2
2021_Apertura,9277365,1/31/2021,20:30,3,Deportes Tolima,Deportivo La Equidad,1,0,Ended,Victoria Local,1
2021_Apertura,9277368,1/31/2021,1:10,3,Junior Barranquilla,América de Cali,2,1,Ended,Victoria Local,3
2021_Apertura,9277363,2/1/2021,0:40,3,Atlético Bucaramanga,Independiente Medellín,0,1,Ended,Victoria Visitante,1
2021_Apertura,9277369,2/1/2021,19:00,3,Millonarios,Once Caldas,4,3,Ended,Victoria Local,7
2021_Apertura,9277374,2/2/2021,23:00,4,Boyacá Chicó FC,Deportivo Cali,0,1,Ended,Victoria Visitante,1
2021_Apertura,9277377,2/2/2021,21:00,4,Envigado FC,Jaguares de Córdoba,1,1,Ended,Empate,2
2021_Apertura,9277372,2/3/2021,23:05,4,Alianza Petrolera,Rionegro Águilas Doradas,1,2,Ended,Victoria Visitante,3
2021_Apertura,9277375,2/3/2021,1:05,4,Deportivo Pasto,Atlético Nacional,0,0,Ended,Empate,0
2021_Apertura,9277376,2/3/2021,21:00,4,Deportivo Pereira,Deportes Tolima,0,0,Ended,Empate,0
2021_Apertura,9277380,2/3/2021,19:00,4,Deportivo La Equidad,Junior Barranquilla,1,0,Ended,Victoria Local,1
2021_Apertura,9277373,2/4/2021,1:10,4,América de Cali,Atlético Bucaramanga,0,0,Ended,Empate,0
2021_Apertura,9277379,2/4/2021,19:00,4,Independiente Santa Fe,Patriotas Boyacá,1,0,Ended,Victoria Local,1
2021_Apertura,9277378,2/5/2021,1:00,4,Independiente Medellín,Millonarios,0,0,Ended,Empate,0
2021_Apertura,9277385,2/6/2021,22:30,5,Junior Barranquilla,Alianza Petrolera,2,0,Ended,Victoria Local,2
2021_Apertura,9277387,2/6/2021,20:15,5,Once Caldas,Envigado FC,3,1,Ended,Victoria Local,4
2021_Apertura,9277382,2/7/2021,1:00,5,Atlético Nacional,Boyacá Chicó FC,2,0,Ended,Victoria Local,2
2021_Apertura,9277383,2/7/2021,21:00,5,Deportes Tolima,Independiente Medellín,2,1,Ended,Victoria Local,3
2021_Apertura,9277386,2/7/2021,19:00,5,Millonarios,Deportivo Pereira,3,2,Ended,Victoria Local,5
2021_Apertura,9277388,2/7/2021,23:05,5,Patriotas Boyacá,Deportivo Cali,0,1,Ended,Victoria Visitante,1
2021_Apertura,9277384,2/8/2021,1:10,5,Jaguares de Córdoba,Independiente Santa Fe,0,1,Ended,Victoria Visitante,1
2021_Apertura,9277381,2/9/2021,1:00,5,Atlético Bucaramanga,Deportivo La Equidad,0,0,Ended,Empate,0
2021_Apertura,9277389,2/10/2021,0:40,5,Rionegro Águilas Doradas,Deportivo Pasto,1,1,Ended,Empate,2
2021_Apertura,9277390,2/12/2021,23:00,6,Alianza Petrolera,Once Caldas,0,0,Ended,Empate,0
2021_Apertura,9277394,2/12/2021,21:00,6,Deportivo Pereira,Patriotas Boyacá,1,2,Ended,Victoria Visitante,3
2021_Apertura,9277391,2/13/2021,1:05,6,Boyacá Chicó FC,América de Cali,1,2,Ended,Victoria Visitante,3
2021_Apertura,9277392,2/13/2021,22:30,6,Deportivo Cali,Rionegro Águilas Doradas,1,0,Ended,Victoria Local,1
2021_Apertura,9277398,2/13/2021,20:15,6,Deportivo La Equidad,Millonarios,1,0,Ended,Victoria Local,1
2021_Apertura,9277395,2/14/2021,1:00,6,Envigado FC,Junior Barranquilla,2,2,Ended,Empate,4
2021_Apertura,9277396,2/14/2021,23:05,6,Independiente Medellín,Jaguares de Córdoba,1,0,Ended,Victoria Local,1
2021_Apertura,9277397,2/14/2021,19:00,6,Independiente Santa Fe,Atlético Bucaramanga,2,0,Ended,Victoria Local,2
2021_Apertura,9277393,2/15/2021,1:10,6,Deportivo Pasto,Deportes Tolima,0,1,Ended,Victoria Visitante,1
2021_Apertura,9277406,2/16/2021,23:00,7,Patriotas Boyacá,Alianza Petrolera,3,1,Ended,Victoria Local,4
2021_Apertura,9277400,2/17/2021,19:00,7,Atlético Bucaramanga,Deportivo Pereira,2,0,Ended,Victoria Local,2
2021_Apertura,9277401,2/17/2021,23:05,7,Independiente Medellín,Boyacá Chicó FC,1,0,Ended,Victoria Local,1
2021_Apertura,9277405,2/17/2021,1:00,7,Once Caldas,Atlético Nacional,0,1,Ended,Victoria Visitante,1
2021_Apertura,9277407,2/17/2021,21:00,7,Rionegro Águilas Doradas,Envigado FC,1,1,Ended,Empate,2
2021_Apertura,9277402,2/18/2021,21:00,7,Jaguares de Córdoba,Deportivo La Equidad,2,1,Ended,Victoria Local,3
2021_Apertura,9277403,2/18/2021,1:10,7,Junior Barranquilla,Deportivo Cali,1,2,Ended,Victoria Visitante,3
2021_Apertura,9277404,2/18/2021,23:00,7,Millonarios,Deportivo Pasto,3,1,Ended,Victoria Local,4
2021_Apertura,9277399,2/19/2021,1:05,7,América de Cali,Independiente Santa Fe,0,0,Ended,Empate,0
2021_Apertura,9277410,2/20/2021,1:00,8,Deportes Tolima,Patriotas Boyacá,3,1,Ended,Victoria Local,4
2021_Apertura,9277413,2/20/2021,22:30,8,Deportivo Pereira,Rionegro Águilas Doradas,0,0,Ended,Empate,0
2021_Apertura,9277414,2/20/2021,20:15,8,Envigado FC,Atlético Bucaramanga,1,0,Ended,Victoria Local,1
2021_Apertura,9277409,2/21/2021,1:00,8,Boyacá Chicó FC,Junior Barranquilla,2,1,Ended,Victoria Local,3
2021_Apertura,9277412,2/21/2021,21:00,8,Deportivo Pasto,Jaguares de Córdoba,2,2,Ended,Empate,4
2021_Apertura,9277415,2/21/2021,23:05,8,Independiente Santa Fe,Independiente Medellín,0,0,Ended,Empate,0
2021_Apertura,9277416,2/21/2021,19:00,8,Deportivo La Equidad,Once Caldas,0,0,Ended,Empate,0
2021_Apertura,9277408,2/22/2021,1:10,8,Atlético Nacional,América de Cali,2,2,Ended,Empate,4
2021_Apertura,9277411,2/23/2021,1:00,8,Deportivo Cali,Alianza Petrolera,1,1,Ended,Empate,2
2021_Apertura,9277418,2/24/2021,19:00,9,América de Cali,Envigado FC,0,0,Ended,Empate,0
2021_Apertura,9277419,2/24/2021,23:05,9,Atlético Bucaramanga,Atlético Nacional,3,2,Ended,Victoria Local,5
2021_Apertura,9277423,2/24/2021,1:00,9,Junior Barranquilla,Millonarios,2,0,Ended,Victoria Local,2
2021_Apertura,9277425,2/24/2021,21:00,9,Rionegro Águilas Doradas,Deportivo La Equidad,1,2,Ended,Victoria Visitante,3
2021_Apertura,9277417,2/25/2021,23:05,9,Alianza Petrolera,Deportes Tolima,0,5,Ended,Victoria Visitante,5
2021_Apertura,9277421,2/25/2021,1:10,9,Independiente Santa Fe,Boyacá Chicó FC,2,0,Ended,Victoria Local,2
2021_Apertura,9277422,2/25/2021,21:00,9,Jaguares de Córdoba,Deportivo Pereira,2,0,Ended,Victoria Local,2
2021_Apertura,9277424,2/25/2021,19:00,9,Once Caldas,Deportivo Pasto,0,1,Ended,Victoria Visitante,1
2021_Apertura,9277420,2/26/2021,1:10,9,Independiente Medellín,Deportivo Cali,1,1,Ended,Empate,2
2021_Apertura,9277432,2/27/2021,22:30,10,Deportivo La Equidad,Boyacá Chicó FC,2,1,Ended,Victoria Local,3
2021_Apertura,9277427,2/28/2021,21:00,10,Deportes Tolima,Rionegro Águilas Doradas,1,0,Ended,Victoria Local,1
2021_Apertura,9277429,2/28/2021,23:05,10,Deportivo Pasto,América de Cali,1,1,Ended,Empate,2
2021_Apertura,9277431,2/28/2021,19:00,10,Envigado FC,Independiente Medellín,1,1,Ended,Empate,2
2021_Apertura,9277434,2/28/2021,1:00,10,Patriotas Boyacá,Junior Barranquilla,1,0,Ended,Victoria Local,1
2021_Apertura,9277428,3/1/2021,1:10,10,Deportivo Cali,Independiente Santa Fe,1,1,Ended,Empate,2
2021_Apertura,9277430,3/1/2021,23:00,10,Deportivo Pereira,Once Caldas,2,0,Ended,Victoria Local,2
2021_Apertura,9277433,3/2/2021,1:00,10,Millonarios,Jaguares de Córdoba,0,2,Ended,Victoria Visitante,2
2021_Apertura,9277426,3/3/2021,1:00,10,Atlético Nacional,Alianza Petrolera,5,0,Ended,Victoria Local,5
2021_Apertura,9356738,3/4/2021,1:05,1,Patriotas Boyacá,América de Cali,0,1,Ended,Victoria Visitante,1
2021_Apertura,9356739,3/4/2021,23:00,2,Boyacá Chicó FC,Millonarios,0,1,Ended,Victoria Visitante,1
2021_Apertura,9277438,3/5/2021,23:00,11,Independiente Medellín,Deportivo La Equidad,1,1,Ended,Empate,2
2021_Apertura,9356740,3/5/2021,1:05,2,Independiente Santa Fe,Deportes Tolima,3,2,Ended,Victoria Local,5
2021_Apertura,9277441,3/6/2021,1:00,11,Junior Barranquilla,Atlético Bucaramanga,1,1,Ended,Empate,2
2021_Apertura,9277442,3/6/2021,22:30,11,Once Caldas,Deportivo Cali,0,0,Ended,Empate,0
2021_Apertura,9277436,3/7/2021,20:30,11,América de Cali,Deportivo Pereira,1,0,Ended,Victoria Local,1
2021_Apertura,9277440,3/7/2021,22:40,11,Jaguares de Córdoba,Patriotas Boyacá,3,2,Ended,Victoria Local,5
2021_Apertura,9277443,3/7/2021,1:00,11,Rionegro Águilas Doradas,Atlético Nacional,1,1,Ended,Empate,2
2021_Apertura,9277437,3/8/2021,1:00,11,Boyacá Chicó FC,Deportes Tolima,2,1,Ended,Victoria Local,3
2021_Apertura,9277439,3/9/2021,1:00,11,Independiente Santa Fe,Deportivo Pasto,2,2,Ended,Empate,4
2021_Apertura,9277435,3/10/2021,1:00,11,Alianza Petrolera,Millonarios,0,2,Ended,Victoria Visitante,2
2021_Apertura,9277447,3/12/2021,1:00,12,Deportivo Cali,América de Cali,0,2,Ended,Victoria Visitante,2
2021_Apertura,9277450,3/12/2021,20:15,12,Deportivo La Equidad,Envigado FC,3,1,Ended,Victoria Local,4
2021_Apertura,9277446,3/13/2021,1:00,12,Deportes Tolima,Jaguares de Córdoba,3,2,Ended,Victoria Local,5
2021_Apertura,9277448,3/13/2021,22:30,12,Deportivo Pasto,Alianza Petrolera,1,0,Ended,Victoria Local,1
2021_Apertura,9277451,3/14/2021,1:00,12,Patriotas Boyacá,Millonarios,0,2,Ended,Victoria Visitante,2
2021_Apertura,9277452,3/14/2021,22:35,12,Rionegro Águilas Doradas,Independiente Medellín,0,2,Ended,Victoria Visitante,2
2021_Apertura,9277445,3/15/2021,1:00,12,Atlético Nacional,Junior Barranquilla,1,0,Ended,Victoria Local,1
2021_Apertura,9277444,3/16/2021,1:00,12,Atlético Bucaramanga,Once Caldas,1,1,Ended,Empate,2
2021_Apertura,9277449,3/17/2021,1:00,12,Deportivo Pereira,Boyacá Chicó FC,0,0,Ended,Empate,0
2021_Apertura,9277455,3/20/2021,20:30,13,Envigado FC,Independiente Santa Fe,2,1,Ended,Victoria Local,3
2021_Apertura,9277457,3/20/2021,0:40,13,Jaguares de Córdoba,Rionegro Águilas Doradas,0,2,Ended,Victoria Visitante,2
2021_Apertura,9277458,3/20/2021,22:40,13,Junior Barranquilla,Deportivo Pereira,3,0,Ended,Victoria Local,3
2021_Apertura,9277454,3/21/2021,22:40,13,Deportivo Cali,Deportes Tolima,0,0,Ended,Empate,0
2021_Apertura,9277456,3/21/2021,20:30,13,Independiente Medellín,Deportivo Pasto,2,2,Ended,Empate,4
2021_Apertura,9277460,3/21/2021,1:00,13,Once Caldas,América de Cali,1,1,Ended,Empate,2
2021_Apertura,9277459,3/22/2021,1:00,13,Millonarios,Atlético Nacional,1,2,Ended,Victoria Visitante,3
2021_Apertura,9277461,3/22/2021,23:05,13,Patriotas Boyacá,Deportivo La Equidad,1,2,Ended,Victoria Visitante,3
2021_Apertura,9277453,3/23/2021,1:10,13,Alianza Petrolera,Atlético Bucaramanga,1,3,Ended,Victoria Visitante,4
2021_Apertura,9277465,3/23/2021,23:00,14,Boyacá Chicó FC,Envigado FC,3,0,Ended,Victoria Local,3
2021_Apertura,9277462,3/24/2021,20:15,14,América de Cali,Independiente Medellín,1,2,Ended,Victoria Visitante,3
2021_Apertura,9277466,3/24/2021,22:30,14,Deportes Tolima,Junior Barranquilla,0,1,Ended,Victoria Visitante,1
2021_Apertura,9277468,3/24/2021,1:00,14,Independiente Santa Fe,Once Caldas,2,0,Ended,Victoria Local,2
2021_Apertura,9277463,3/25/2021,23:05,14,Atlético Bucaramanga,Deportivo Cali,1,0,Ended,Victoria Local,1
2021_Apertura,9277464,3/25/2021,1:00,14,Atlético Nacional,Jaguares de Córdoba,3,1,Ended,Victoria Local,4
2021_Apertura,9277467,3/25/2021,19:00,14,Deportivo Pasto,Patriotas Boyacá,1,0,Ended,Victoria Local,1
2021_Apertura,9277469,3/25/2021,21:00,14,Deportivo La Equidad,Alianza Petrolera,1,1,Ended,Empate,2
2021_Apertura,9277470,3/26/2021,1:10,14,Rionegro Águilas Doradas,Millonarios,0,0,Ended,Empate,0
2021_Apertura,9277474,3/27/2021,19:00,15,Envigado FC,Deportes Tolima,0,0,Ended,Empate,0
2021_Apertura,9277476,3/27/2021,23:05,15,Junior Barranquilla,Independiente Santa Fe,1,1,Ended,Empate,2
2021_Apertura,9277478,3/27/2021,21:00,15,Once Caldas,Boyacá Chicó FC,4,2,Ended,Victoria Local,6
2021_Apertura,9277471,3/28/2021,21:00,15,Alianza Petrolera,América de Cali,0,2,Ended,Victoria Visitante,2
2021_Apertura,9277473,3/28/2021,19:00,15,Deportivo Pereira,Deportivo La Equidad,0,0,Ended,Empate,0
2021_Apertura,9277475,3/28/2021,1:10,15,Independiente Medellín,Atlético Nacional,0,0,Ended,Empate,0
2021_Apertura,9277479,3/28/2021,23:05,15,Patriotas Boyacá,Rionegro Águilas Doradas,2,1,Ended,Victoria Local,3
2021_Apertura,9277477,3/29/2021,1:10,15,Millonarios,Atlético Bucaramanga,2,1,Ended,Victoria Local,3
2021_Apertura,9277472,3/30/2021,1:00,15,Deportivo Cali,Deportivo Pasto,1,1,Ended,Empate,2
2021_Apertura,9277482,3/30/2021,23:00,16,Deportes Tolima,Atlético Nacional,2,1,Ended,Victoria Local,3
2021_Apertura,9277480,3/31/2021,20:30,16,América de Cali,Millonarios,2,1,Ended,Victoria Local,3
2021_Apertura,9277484,3/31/2021,22:40,16,Envigado FC,Patriotas Boyacá,3,0,Ended,Victoria Local,3
2021_Apertura,9277486,3/31/2021,1:05,16,Jaguares de Córdoba,Junior Barranquilla,0,2,Ended,Victoria Visitante,2
2021_Apertura,9277481,4/1/2021,23:00,16,Boyacá Chicó FC,Alianza Petrolera,2,0,Ended,Victoria Local,2
2021_Apertura,9277483,4/1/2021,21:00,16,Deportivo Pasto,Atlético Bucaramanga,,,Canceled,,
2021_Apertura,9277488,4/1/2021,1:00,16,Rionegro Águilas Doradas,Once Caldas,2,2,Ended,Empate,4
2021_Apertura,9277487,4/2/2021,1:05,16,Deportivo La Equidad,Deportivo Cali,2,5,Ended,Victoria Visitante,7
2021_Apertura,9277485,4/3/2021,0:40,16,Independiente Santa Fe,Deportivo Pereira,1,1,Ended,Empate,2
2021_Apertura,9416521,4/3/2021,23:05,17,Atlético Nacional,Envigado FC,3,0,Ended,Victoria Local,3
2021_Apertura,9416421,4/4/2021,1:10,17,Millonarios,Deportes Tolima,0,0,Ended,Empate,0
2021_Apertura,9416522,4/4/2021,22:40,17,Boyacá Chicó FC,Deportivo Pasto,0,0,Ended,Empate,0
2021_Apertura,9416525,4/4/2021,20:30,17,América de Cali,Deportivo La Equidad,0,1,Ended,Victoria Visitante,1
2021_Apertura,9416520,4/5/2021,1:00,17,Junior Barranquilla,Rionegro Águilas Doradas,0,0,Ended,Empate,0
2021_Apertura,9416523,4/5/2021,23:00,17,Atlético Bucaramanga,Patriotas Boyacá,0,1,Ended,Victoria Visitante,1
2021_Apertura,9416422,4/6/2021,1:00,17,Once Caldas,Jaguares de Córdoba,1,2,Ended,Victoria Visitante,3
2021_Apertura,9416524,4/6/2021,23:00,17,Deportivo Pereira,Independiente Medellín,1,0,Ended,Victoria Local,1
2021_Apertura,9416519,4/7/2021,1:00,17,Alianza Petrolera,Independiente Santa Fe,0,3,Ended,Victoria Visitante,3
2021_Apertura,9440615,4/10/2021,22:40,18,Jaguares de Córdoba,América de Cali,0,0,Ended,Empate,0
2021_Apertura,9448288,4/10/2021,20:30,18,Independiente Medellín,Alianza Petrolera,2,2,Ended,Empate,4
2021_Apertura,9440617,4/11/2021,20:30,18,Rionegro Águilas Doradas,Boyacá Chicó FC,0,3,Ended,Victoria Visitante,3
2021_Apertura,9440618,4/11/2021,22:40,18,Deportivo Pasto,Junior Barranquilla,0,0,Ended,Empate,0
2021_Apertura,9440619,4/11/2021,1:00,18,Deportivo Cali,Atlético Nacional,1,0,Ended,Victoria Local,1
2021_Apertura,9440620,4/11/2021,20:30,18,Envigado FC,Deportivo Pereira,0,1,Ended,Victoria Visitante,1
2021_Apertura,9449775,4/12/2021,1:00,18,Independiente Santa Fe,Millonarios,1,2,Ended,Victoria Visitante,3
2021_Apertura,9451647,4/13/2021,1:00,18,Deportes Tolima,Atlético Bucaramanga,0,0,Ended,Empate,0
2021_Apertura,9440616,4/14/2021,1:00,18,Patriotas Boyacá,Once Caldas,1,1,Ended,Empate,2
2021_Apertura,9442471,4/16/2021,0:40,16,Deportivo Pasto,Atlético Bucaramanga,1,1,Ended,Empate,2
2021_Apertura,9464551,4/17/2021,0:40,19,Alianza Petrolera,Envigado FC,1,1,Ended,Empate,2
2021_Apertura,9464552,4/18/2021,20:30,19,América de Cali,Deportes Tolima,2,0,Ended,Victoria Local,2
2021_Apertura,9464553,4/18/2021,20:30,19,Atlético Bucaramanga,Rionegro Águilas Doradas,4,1,Ended,Victoria Local,5
2021_Apertura,9464554,4/18/2021,20:30,19,Atlético Nacional,Patriotas Boyacá,7,1,Ended,Victoria Local,8
2021_Apertura,9464555,4/18/2021,20:30,19,Boyacá Chicó FC,Jaguares de Córdoba,0,0,Ended,Empate,0
2021_Apertura,9464556,4/18/2021,20:30,19,Deportivo Pereira,Deportivo Pasto,4,2,Ended,Victoria Local,6
2021_Apertura,9464557,4/18/2021,20:30,19,Deportivo La Equidad,Independiente Santa Fe,1,2,Ended,Victoria Visitante,3
2021_Apertura,9464558,4/18/2021,20:30,19,Millonarios,Deportivo Cali,3,1,Ended,Victoria Local,4
2021_Apertura,9464559,4/18/2021,21:30,19,Once Caldas,Independiente Medellín,2,0,Ended,Victoria Local,2
2021_Apertura,9478937,4/24/2021,20:30,3,América de Cali,Millonarios,1,2,Ended,Victoria Visitante,3
2021_Apertura,9478934,4/25/2021,22:40,3,Deportes Tolima,Deportivo Cali,3,0,Ended,Victoria Local,3
2021_Apertura,9478935,4/25/2021,20:30,3,Junior Barranquilla,Independiente Santa Fe,3,1,Ended,Victoria Local,4
2021_Apertura,9478936,4/26/2021,1:00,3,Deportivo La Equidad,Atlético Nacional,1,0,Ended,Victoria Local,1
2021_Apertura,9478940,5/1/2021,23:00,3,Millonarios,América de Cali,0,0,Ended,Empate,0
2021_Apertura,9478933,5/2/2021,1:00,3,Deportivo Cali,Deportes Tolima,,,Canceled,,
2021_Apertura,9478938,5/2/2021,18:00,3,Independiente Santa Fe,Junior Barranquilla,0,0,Ended,Empate,0
2021_Apertura,9478939,5/2/2021,20:30,3,Atlético Nacional,Deportivo La Equidad,2,2,Ended,Empate,4
2021_Apertura,9504718,5/8/2021,22:30,3,Deportivo Cali,Deportes Tolima,,,Canceled,,
2021_Apertura,9503631,5/9/2021,20:00,2,Junior Barranquilla,Millonarios,,,Canceled,,
2021_Apertura,9509988,5/14/2021,20:00,3,Deportivo Cali,Deportes Tolima,,,Canceled,,
2021_Apertura,9544469,5/29/2021,20:00,3,Deportivo Cali,Deportes Tolima,,,Canceled,,
2021_Apertura,9553364,6/4/2021,20:30,3,Deportivo Cali,Deportes Tolima,2,0,Ended,Victoria Local,2
2021_Apertura,9509524,6/10/2021,21:00,2,Junior Barranquilla,Millonarios,3,2,Ended,Victoria Local,5
2021_Apertura,9558133,6/10/2021,23:05,2,Deportes Tolima,Deportivo La Equidad,1,1,Ended,Empate,2
2021_Apertura,9503630,6/13/2021,18:30,2,Millonarios,Junior Barranquilla,2,0,Ended,Victoria Local,2
2021_Apertura,9558132,6/15/2021,0:00,2,Deportivo La Equidad,Deportes Tolima,1,2,Ended,Victoria Visitante,3
2021_Apertura,9573497,6/18/2021,1:00,1,Deportes Tolima,Millonarios,1,1,Ended,Empate,2
2021_Apertura,9573496,6/20/2021,20:00,1,Millonarios,Deportes Tolima,1,2,Ended,Victoria Visitante,3
2021_Clausura,9644298,7/17/2021,1:00,1,Independiente Medellín,Rionegro Águilas Doradas,1,1,Ended,Empate,2
2021_Clausura,9644299,7/17/2021,20:30,1,América de Cali,Junior Barranquilla,3,1,Ended,Victoria Local,4
2021_Clausura,9644300,7/17/2021,22:40,1,Deportes Quindío,Jaguares de Córdoba,2,0,Ended,Victoria Local,2
2021_Clausura,9644301,7/18/2021,1:00,1,Independiente Santa Fe,Deportivo Cali,1,2,Ended,Victoria Visitante,3
2021_Clausura,9644302,7/18/2021,20:30,1,Envigado FC,Atlético Nacional,2,2,Ended,Empate,4
2021_Clausura,9644303,7/18/2021,22:40,1,Patriotas Boyacá,Atlético Bucaramanga,0,2,Ended,Victoria Visitante,2
2021_Clausura,9644304,7/19/2021,1:00,1,Deportivo Pasto,Millonarios,1,3,Ended,Victoria Visitante,4
2021_Clausura,9644306,7/19/2021,23:00,1,Once Caldas,Atlético Huila,1,0,Ended,Victoria Local,1
2021_Clausura,9644307,7/19/2021,21:00,1,Deportes Tolima,Deportivo Pereira,1,0,Ended,Victoria Local,1
2021_Clausura,9644305,7/20/2021,1:05,1,Alianza Petrolera,Deportivo La Equidad,1,0,Ended,Victoria Local,1
2021_Clausura,9652868,7/22/2021,1:05,2,Millonarios,Deportes Quindío,2,1,Ended,Victoria Local,3
2021_Clausura,9652869,7/24/2021,0:40,2,Atlético Huila,Patriotas Boyacá,2,2,Ended,Empate,4
2021_Clausura,9652870,7/24/2021,20:30,2,Rionegro Águilas Doradas,América de Cali,1,3,Ended,Victoria Visitante,4
2021_Clausura,9652871,7/24/2021,22:40,2,Jaguares de Córdoba,Once Caldas,1,1,Ended,Empate,2
2021_Clausura,9652872,7/25/2021,1:00,2,Atlético Nacional,Deportes Tolima,1,0,Ended,Victoria Local,1
2021_Clausura,9652873,7/25/2021,20:30,2,Atlético Bucaramanga,Independiente Santa Fe,4,3,Ended,Victoria Local,7
2021_Clausura,9652874,7/25/2021,22:40,2,Junior Barranquilla,Envigado FC,1,0,Ended,Victoria Local,1
2021_Clausura,9652875,7/26/2021,1:00,2,Deportivo Cali,Independiente Medellín,0,0,Ended,Empate,0
2021_Clausura,9654214,7/27/2021,1:05,2,Deportivo Pereira,Alianza Petrolera,0,2,Ended,Victoria Visitante,2
2021_Clausura,9657452,7/28/2021,1:05,2,Deportivo La Equidad,Deportivo Pasto,0,0,Ended,Empate,0
2021_Clausura,9670421,7/31/2021,21:00,3,Deportes Tolima,Alianza Petrolera,1,1,Ended,Empate,2
2021_Clausura,9670428,7/31/2021,23:05,3,Deportivo Cali,Atlético Bucaramanga,1,2,Ended,Victoria Visitante,3
2021_Clausura,9670432,7/31/2021,1:00,3,Deportes Quindío,Rionegro Águilas Doradas,2,1,Ended,Victoria Local,3
2021_Clausura,9670422,8/1/2021,19:00,3,Patriotas Boyacá,Deportivo La Equidad,1,0,Ended,Victoria Local,1
2021_Clausura,9670425,8/1/2021,23:05,3,Once Caldas,Millonarios,0,2,Ended,Victoria Visitante,2
2021_Clausura,9670427,8/1/2021,1:10,3,Independiente Medellín,Junior Barranquilla,0,0,Ended,Empate,0
2021_Clausura,9670431,8/1/2021,21:00,3,Envigado FC,América de Cali,1,0,Ended,Victoria Local,1
2021_Clausura,9670424,8/2/2021,1:10,3,Jaguares de Córdoba,Atlético Huila,2,0,Ended,Victoria Local,2
2021_Clausura,9670430,8/3/2021,1:00,3,Deportivo Pasto,Deportivo Pereira,1,2,Ended,Victoria Visitante,3
2021_Clausura,9670423,8/4/2021,1:00,3,Independiente Santa Fe,Atlético Nacional,0,1,Ended,Victoria Visitante,1
2021_Clausura,9652482,8/7/2021,22:30,4,Atlético Nacional,Deportivo Cali,2,0,Ended,Victoria Local,2
2021_Clausura,9652484,8/7/2021,20:00,4,América de Cali,Once Caldas,1,0,Ended,Victoria Local,1
2021_Clausura,9652485,8/7/2021,1:05,4,Atlético Huila,Deportes Quindío,0,0,Ended,Empate,0
2021_Clausura,9652483,8/8/2021,21:00,4,Deportivo La Equidad,Independiente Medellín,0,0,Ended,Empate,0
2021_Clausura,9652486,8/8/2021,1:00,4,Millonarios,Independiente Santa Fe,0,1,Ended,Victoria Visitante,1
2021_Clausura,9652487,8/8/2021,23:05,4,Junior Barranquilla,Deportes Tolima,0,0,Ended,Empate,0
